RecordID_Int,ParcelNumber,SaleDate,SaleAmount,BookPage
1,010001000,2016-02-10T00:00:00.000Z,0,2016:418
2,010001000,2000-10-23T00:00:00.000Z,0,793:231
3,010001100,2008-09-23T00:00:00.000Z,113437,2008:4759
4,010001100,2008-09-23T00:00:00.000Z,113437,2008:4757
5,010001100,2008-09-23T00:00:00.000Z,0,2008:4750
6,010001100,1995-01-13T00:00:00.000Z,700000,0:0
7,010001100,2008-09-23T00:00:00.000Z,113437,2008:4758
8,010001100,2008-09-23T00:00:00.000Z,484687,2008:4756
9,010001100,2008-09-23T00:00:00.000Z,0,2008:4755
10,010001100,2008-09-23T00:00:00.000Z,0,2008:4754
11,010001100,2008-09-23T00:00:00.000Z,0,2008:4753
12,010001100,2008-09-23T00:00:00.000Z,0,2008:4752
13,010001100,2008-09-23T00:00:00.000Z,0,2008:4751
14,010001100,1995-01-13T00:00:00.000Z,18381,645:681
15,010001200,1988-12-30T00:00:00.000Z,0,0:0
16,010001200,1989-03-15T00:00:00.000Z,0,525:627
17,010001300,1989-03-15T00:00:00.000Z,0,525:627
18,010001300,1988-12-30T00:00:00.000Z,0,0:0
19,010001400,1997-04-29T00:00:00.000Z,8389526,692:693
20,010001400,1996-03-18T00:00:00.000Z,827000,0:0
21,010001500,1988-12-30T00:00:00.000Z,0,0:0
22,010001500,1989-03-15T00:00:00.000Z,0,525:627
23,010001600,1900-01-01T00:00:00.000Z,0,0:0
24,010001700,1988-08-31T00:00:00.000Z,1300000,517:527
25,010001700,1983-12-30T00:00:00.000Z,0,0:0
26,010001900,2000-04-27T00:00:00.000Z,0,779:632
27,010001900,1997-06-27T00:00:00.000Z,260000,697:134
28,010001900,2012-05-10T00:00:00.000Z,2220308,2012:1970
29,010001900,2000-04-27T00:00:00.000Z,2990000,779:625
30,010001900,1986-12-01T00:00:00.000Z,1750000,0:0
31,010004000,1996-12-27T00:00:00.000Z,0,685:683
32,010004000,1996-09-17T00:00:00.000Z,0,0:0
33,010004100,2010-09-27T00:00:00.000Z,0,2010:3587
34,010004100,1998-01-05T00:00:00.000Z,400000,710:19
35,010004100,1985-09-16T00:00:00.000Z,200000,469:9
36,010004100,1981-03-13T00:00:00.000Z,130000,0:0
37,010004100,2016-09-23T00:00:00.000Z,0,2016:3705
38,010004100,2017-04-19T00:00:00.000Z,0,2017:1431
39,010004300,1987-06-22T00:00:00.000Z,220000,497:612
40,010004300,2001-04-19T00:00:00.000Z,375000,806:475
41,010004300,1971-06-16T00:00:00.000Z,32000,0:0
42,010004400,2002-04-15T00:00:00.000Z,350000,848:464
43,010004400,1969-01-09T00:00:00.000Z,85600,0:0
44,010004400,1988-06-29T00:00:00.000Z,0,514:265
45,010004500,1988-07-07T00:00:00.000Z,200000,514:656
46,010004500,2009-12-16T00:00:00.000Z,0,2009:5460
47,010004500,1988-06-29T00:00:00.000Z,0,0:0
48,010005000,1993-02-18T00:00:00.000Z,0,651:842
49,010006000,2003-02-20T00:00:00.000Z,0,892:324
50,010006000,2003-01-31T00:00:00.000Z,545000,889:518
51,010006000,1995-05-25T00:00:00.000Z,0,651:842
52,010007000,1982-07-27T00:00:00.000Z,160000,430:456
53,010008000,2015-01-28T00:00:00.000Z,0,W2015:44
54,010008000,1984-08-31T00:00:00.000Z,175000,455:14
55,010009000,1984-08-31T00:00:00.000Z,175000,455:14
56,010009000,2015-01-28T00:00:00.000Z,0,W2015:44
57,010010000,1995-02-28T00:00:00.000Z,0,647:785
58,010011000,1984-05-16T00:00:00.000Z,205000,450:37
59,010012000,2003-07-09T00:00:00.000Z,0,WB47:105
60,010012000,2015-05-04T00:00:00.000Z,0,2015:241
61,010012000,1973-12-17T00:00:00.000Z,50000,353:178
62,010012000,2015-05-04T00:00:00.000Z,512000,2015:1391
63,010014000,2007-02-05T00:00:00.000Z,0,WB49:629
64,010014000,1984-07-12T00:00:00.000Z,0,102:187
65,010014000,2017-03-16T00:00:00.000Z,0,2017:1011
66,010014000,2007-06-26T00:00:00.000Z,975000,1147:846
67,010015000,2002-07-03T00:00:00.000Z,480000,859:644
68,010015000,1996-08-16T00:00:00.000Z,325000,678:230
69,010016000,1979-08-22T00:00:00.000Z,91000,405:337
70,010017000,1958-10-10T00:00:00.000Z,31500,208:382
71,010017000,2015-11-25T00:00:00.000Z,0,W2015:638
72,010017000,2017-02-07T00:00:00.000Z,0,2017:485
73,010017000,2014-11-14T00:00:00.000Z,0,W2014:464
74,010017000,2014-11-14T00:00:00.000Z,0,W2014:464
75,010017000,2014-11-14T00:00:00.000Z,0,W2014:464
76,010017000,2015-02-26T00:00:00.000Z,0,2015:552
77,010017000,2016-01-29T00:00:00.000Z,0,2016:277
78,010017000,2017-06-08T00:00:00.000Z,636000,2017:2200
79,010017100,1993-06-11T00:00:00.000Z,180000,604:707
80,010017100,2005-11-10T00:00:00.000Z,654750,1055:287
81,010017100,2004-02-20T00:00:00.000Z,0,959:643
82,010017100,2000-09-14T00:00:00.000Z,459500,790:473
83,010018000,1978-03-15T00:00:00.000Z,2500000,391:309
84,010019000,2006-07-07T00:00:00.000Z,479500,1095:373
85,010019000,2002-05-23T00:00:00.000Z,85000,853:728
86,010019000,2002-05-23T00:00:00.000Z,0,853:726
87,010019000,2000-08-22T00:00:00.000Z,0,WB 44:435
88,010019000,1973-03-19T00:00:00.000Z,10000,344:253
89,010019000,2008-08-07T00:00:00.000Z,549000,2008:3976
90,010019000,2003-03-03T00:00:00.000Z,360000,893:918
91,010019000,2001-11-01T00:00:00.000Z,70000,826:805
92,010020000,2001-01-24T00:00:00.000Z,275000,799:1
93,010020000,2014-10-14T00:00:00.000Z,0,W2014:432
94,010020000,2010-08-04T00:00:00.000Z,962500,2010:2823
95,010020000,1981-04-03T00:00:00.000Z,0,419:19
96,010021000,1994-04-15T00:00:00.000Z,175900,628:136
97,010022000,2000-01-07T00:00:00.000Z,0,772:935
98,010022000,1991-06-24T00:00:00.000Z,265000,561:449
99,010022000,1989-06-01T00:00:00.000Z,279000,0:0
100,010023000,2004-03-29T00:00:00.000Z,525000,965:665
101,010023000,1998-12-21T00:00:00.000Z,0,WB 42:644
102,010023000,1995-05-25T00:00:00.000Z,0,651:849
103,010023000,1999-05-07T00:00:00.000Z,275000,752:834
104,010023000,1996-12-04T00:00:00.000Z,0,WB 40:280
105,010024000,1992-09-09T00:00:00.000Z,196500,587:542
106,010024000,2012-05-15T00:00:00.000Z,0,2012:2038
107,010024000,2005-10-08T00:00:00.000Z,580000,1049:857
108,010024000,1998-04-14T00:00:00.000Z,260000,717:596
109,010024A00,2014-06-30T00:00:00.000Z,940000,2014:2171
110,010024A00,2007-08-29T00:00:00.000Z,895000,1157:601
111,010024A00,2002-06-12T00:00:00.000Z,125000,857:742
112,010026000,1998-09-02T00:00:00.000Z,0,731:818
113,010026000,1994-07-18T00:00:00.000Z,195000,635:440
114,010026000,2007-06-19T00:00:00.000Z,889000,1146:832
115,010027000,2008-08-04T00:00:00.000Z,483000,2008:3919
116,010027000,1995-12-08T00:00:00.000Z,175000,663:644
117,010027000,2008-08-04T00:00:00.000Z,0,2008:3918
118,010027000,1998-09-02T00:00:00.000Z,0,732:4
119,010028000,2001-11-05T00:00:00.000Z,0,827:197
120,010028000,2001-11-05T00:00:00.000Z,0,827:178
121,010028000,2012-10-10T00:00:00.000Z,469000,2012:4559
122,010028000,1989-04-04T00:00:00.000Z,212100,526:406
123,010029000,1998-02-02T00:00:00.000Z,0,711:643
124,010029000,2012-04-10T00:00:00.000Z,0,W2012:101
125,010029000,1997-08-05T00:00:00.000Z,285000,700:201
126,010030000,2003-12-05T00:00:00.000Z,0,949:939
127,010030000,1998-03-26T00:00:00.000Z,0,716:184
128,010030000,2002-03-01T00:00:00.000Z,275000,842:347
129,010030000,1999-02-03T00:00:00.000Z,0,WB 42:750
130,010030000,1985-12-31T00:00:00.000Z,122000,472:852
131,010030100,1979-09-19T00:00:00.000Z,94500,406:141
132,010030100,2013-06-07T00:00:00.000Z,473000,2013:2670
133,010031000,2008-12-15T00:00:00.000Z,545000,2008:5799
134,010031000,1992-04-02T00:00:00.000Z,165000,577:61
135,010031000,2003-06-06T00:00:00.000Z,425000,912:51
136,010031000,1999-07-15T00:00:00.000Z,291000,759:773
137,010032000,1999-01-28T00:00:00.000Z,0,WB 42:729
138,010032000,1999-03-05T00:00:00.000Z,0,747:326
139,010032000,1976-10-13T00:00:00.000Z,61000,379:316
140,010033000,1991-01-30T00:00:00.000Z,140000,553:784
141,010033000,2016-10-18T00:00:00.000Z,421000,2016:4033
142,010034000,1971-08-18T00:00:00.000Z,34500,329:110
143,010035000,1995-07-05T00:00:00.000Z,156500,654:490
144,010036000,2014-03-21T00:00:00.000Z,695940,2014:903
145,010036000,2010-11-01T00:00:00.000Z,389000,2010:4099
146,010036000,1994-01-31T00:00:00.000Z,164500,622:499
147,010037000,1995-12-21T00:00:00.000Z,268000,664:392
148,010037000,2016-05-05T00:00:00.000Z,740000,2016:1563
149,010037000,2001-07-02T00:00:00.000Z,345000,814:620
150,010038000,2012-02-01T00:00:00.000Z,0,2012:419
151,010038000,1952-12-24T00:00:00.000Z,19125,168:431
152,010038000,2007-11-12T00:00:00.000Z,0,WB50:267
153,010038000,2015-05-29T00:00:00.000Z,0,W2015:295
154,010039000,2007-05-25T00:00:00.000Z,520000,1142:758
155,010039000,2007-07-13T00:00:00.000Z,520000,1150:696
156,010039000,1989-12-27T00:00:00.000Z,68850,538:89
157,010040000,2003-09-08T00:00:00.000Z,0,933:774
158,010040000,2003-09-08T00:00:00.000Z,0,933:770
159,010040000,2003-07-25T00:00:00.000Z,0,WB47:161
160,010040000,2004-07-28T00:00:00.000Z,420000,987:559
161,010040000,2003-09-08T00:00:00.000Z,0,933:766
162,010040000,1952-01-01T00:00:00.000Z,2500,163:307
163,010041000,2004-09-02T00:00:00.000Z,0,994:632
164,010041000,2004-03-03T00:00:00.000Z,530000,961:881
165,010041000,1979-09-06T00:00:00.000Z,117500,405:758
166,010042000,2015-04-24T00:00:00.000Z,0,2015:1275
167,010042000,2015-07-06T00:00:00.000Z,0,2015:2425
168,010042000,1997-11-17T00:00:00.000Z,131000,707:36
169,010043000,2006-12-15T00:00:00.000Z,0,WB49:556
170,010043000,1993-07-28T00:00:00.000Z,172500,608:10
171,010043000,2014-11-12T00:00:00.000Z,0,2014:3889
172,010043000,2015-04-24T00:00:00.000Z,0,2015:1275
173,010043000,2015-05-06T00:00:00.000Z,590000,2015:1411
174,010043000,2011-05-25T00:00:00.000Z,315000,2011:1842
175,010044000,2003-11-18T00:00:00.000Z,575000,946:899
176,010044000,1960-09-16T00:00:00.000Z,42500,222:28
177,010045000,2008-07-30T00:00:00.000Z,745000,2008:3794
178,010045000,2006-11-29T00:00:00.000Z,725000,1117:919
179,010045000,1997-06-28T00:00:00.000Z,0,401:823
180,010046000,1998-11-24T00:00:00.000Z,180000,738:812
181,010046000,1990-07-17T00:00:00.000Z,0,545:702
182,010046000,2014-02-07T00:00:00.000Z,699000,2014:438
183,010047000,1985-07-12T00:00:00.000Z,0,208:250
184,010047000,2016-08-25T00:00:00.000Z,579000,2016:3282
185,010048000,1993-01-07T00:00:00.000Z,1150000,595:188
186,010048000,1973-04-18T00:00:00.000Z,785000,0:0
187,010048100,2007-08-30T00:00:00.000Z,0,1157:789
188,010048100,2000-03-16T00:00:00.000Z,325000,777:2
189,010048100,2004-03-23T00:00:00.000Z,0,964:701
190,010048100,1972-09-13T00:00:00.000Z,49600,339:555
191,010048200,1993-01-07T00:00:00.000Z,1150000,595:188
192,010048200,1973-04-18T00:00:00.000Z,785000,0:0
193,010049000,2007-08-30T00:00:00.000Z,0,1157:789
194,010049000,1973-10-01T00:00:00.000Z,56400,351:178
195,010049000,2004-03-23T00:00:00.000Z,0,964:701
196,010049000,2000-03-16T00:00:00.000Z,325000,777:2
197,010049100,2004-03-23T00:00:00.000Z,0,964:701
198,010049100,2000-03-16T00:00:00.000Z,325000,777:2
199,010049100,1973-10-01T00:00:00.000Z,56400,351:178
200,010049100,2007-08-30T00:00:00.000Z,0,1157:789
201,020001000,1984-08-31T00:00:00.000Z,175000,455:14
202,020001000,2015-01-28T00:00:00.000Z,0,W2015:44
203,020002000,2015-01-28T00:00:00.000Z,0,W2015:44
204,020002000,1984-08-31T00:00:00.000Z,175000,455:14
205,020003000,2007-08-10T00:00:00.000Z,948000,1155:84
206,020003000,2003-06-03T00:00:00.000Z,500000,911:117
207,020003000,1989-02-02T00:00:00.000Z,0,524:288
208,020004000,2005-05-06T00:00:00.000Z,377500,1027:859
209,020004000,1999-07-19T00:00:00.000Z,0,760:307
210,020004000,1973-07-16T00:00:00.000Z,50000,349:79
211,020004000,2004-02-11T00:00:00.000Z,275000,958:345
212,020005000,1993-11-18T00:00:00.000Z,0,617:172
213,020006000,2009-04-23T00:00:00.000Z,600000,2009:1517
214,020006000,2003-11-18T00:00:00.000Z,310000,946:889
215,020006000,1983-07-08T00:00:00.000Z,115600,440:142
216,020006100,2004-05-03T00:00:00.000Z,300000,971:902
217,020006100,1995-09-08T00:00:00.000Z,0,658:682
218,020006100,2016-10-05T00:00:00.000Z,355000,2016:3901
219,020006100,2007-04-17T00:00:00.000Z,362500,1136:870
220,020006200,1988-06-16T00:00:00.000Z,140000,513:312
221,020006200,2016-12-05T00:00:00.000Z,391000,2016:4647
222,020006300,1998-07-16T00:00:00.000Z,183000,726:149
223,020006300,2015-06-30T00:00:00.000Z,412500,2015:2325
224,020006300,2012-11-29T00:00:00.000Z,386375,2012:5281
225,020006300,1984-06-29T00:00:00.000Z,120000,452:1
226,020007000,2013-01-24T00:00:00.000Z,335000,2013:395
227,020007000,2007-03-22T00:00:00.000Z,0,1132:513
228,020007000,1996-02-27T00:00:00.000Z,0,318:144
229,020008000,2001-09-11T00:00:00.000Z,180000,821:733
230,020008000,1986-12-16T00:00:00.000Z,80000,487:864
231,020009000,1958-01-30T00:00:00.000Z,20500,203:458
232,020009000,2004-08-11T00:00:00.000Z,236000,990:558
233,020010000,2005-03-02T00:00:00.000Z,430000,1018:103
234,020010000,1992-01-01T00:00:00.000Z,0,506:269
235,020010000,2016-12-20T00:00:00.000Z,155000,2016:4902
236,020011000,2014-04-16T00:00:00.000Z,500000,2014:1164
237,020011000,2000-01-27T00:00:00.000Z,170570,773:881
238,020011000,2017-06-12T00:00:00.000Z,0,2017:2246
239,020011000,2005-01-25T00:00:00.000Z,450000,1013:679
240,020011000,2001-08-20T00:00:00.000Z,325000,819:676
241,020011000,1995-09-19T00:00:00.000Z,180000,659:248
242,020012000,2006-06-12T00:00:00.000Z,350000,1089:590
243,020012000,1994-04-22T00:00:00.000Z,120000,628:579
244,020012000,2016-07-28T00:00:00.000Z,379000,2016:2834
245,020012000,2011-11-28T00:00:00.000Z,0,2011:4165
246,020012000,2005-12-14T00:00:00.000Z,350000,1061:841
247,020013000,2014-05-23T00:00:00.000Z,265000,2014:1676
248,020013000,1997-10-09T00:00:00.000Z,152500,704:721
249,020014000,1977-08-22T00:00:00.000Z,54500,387:249
250,020015000,2005-04-08T00:00:00.000Z,0,1023:673
251,020015000,1967-06-27T00:00:00.000Z,0,WB12:70
252,020015000,2005-04-08T00:00:00.000Z,0,1023:673
253,020015000,2014-12-23T00:00:00.000Z,0,2014:4456
254,020016000,1999-10-15T00:00:00.000Z,193000,767:558
255,020016000,2016-08-19T00:00:00.000Z,0,2016:3192
256,020016000,2008-10-29T00:00:00.000Z,0,W2008:6070
257,020016000,1995-07-17T00:00:00.000Z,162000,655:154
258,020016100,2010-06-03T00:00:00.000Z,350000,2010:1934
259,020016100,2016-06-30T00:00:00.000Z,478000,2016:2404
260,020016100,1996-09-26T00:00:00.000Z,0,405:161
261,020016200,1984-05-21T00:00:00.000Z,0,450:135
262,020016200,2013-10-16T00:00:00.000Z,83000,2013:5115
263,020016200,2015-01-28T00:00:00.000Z,415000,2015:253
264,020017000,2001-08-31T00:00:00.000Z,339000,821:1
265,020017000,1965-06-10T00:00:00.000Z,0,163:333
266,020017000,2000-02-29T00:00:00.000Z,208000,776:191
267,020019000,1985-05-23T00:00:00.000Z,270000,463:267
268,020019000,2003-06-13T00:00:00.000Z,810000,913:495
269,020019100,2011-12-01T00:00:00.000Z,640000,2011:4241
270,020019100,1985-07-18T00:00:00.000Z,28000,465:781
271,020020000,1998-08-24T00:00:00.000Z,200000,731:84
272,020020000,2003-07-16T00:00:00.000Z,377000,920:779
273,020020000,1991-05-31T00:00:00.000Z,150000,560:231
274,020021000,1971-07-09T00:00:00.000Z,60030,327:590
275,020022000,1980-09-04T00:00:00.000Z,174000,413:760
276,020023000,2001-03-06T00:00:00.000Z,768000,802:305
277,020023000,1990-05-24T00:00:00.000Z,0,298:228
278,020023100,2002-03-01T00:00:00.000Z,740000,842:456
279,020023100,1999-05-11T00:00:00.000Z,0,WB 43:204
280,020023100,1999-10-15T00:00:00.000Z,390000,767:496
281,020023100,1999-03-04T00:00:00.000Z,0,WB 43:53
282,020023100,1972-08-04T00:00:00.000Z,79500,338:372
283,020023A00,2011-11-21T00:00:00.000Z,0,W2011:525
284,020023A00,2016-10-07T00:00:00.000Z,851000,2016:3936
285,020023A00,2017-02-23T00:00:00.000Z,848000,2017:683
286,020023A00,2013-02-12T00:00:00.000Z,650000,2013:758
287,020023A00,2002-06-10T00:00:00.000Z,2967,855:919
288,020024000,1985-07-03T00:00:00.000Z,335000,465:289
289,020025000,2010-09-02T00:00:00.000Z,1100000,2010:3227
290,020025000,1990-03-01T00:00:00.000Z,485000,540:117
291,020025000,2015-07-27T00:00:00.000Z,735000,2015:2746
292,020025A00,2015-07-27T00:00:00.000Z,735000,2015:2746
293,020025A00,2010-09-02T00:00:00.000Z,1100000,2010:3227
294,020026000,2009-01-23T00:00:00.000Z,0,2009:213
295,020026000,2007-10-25T00:00:00.000Z,0,WB50:220
296,020026000,2008-05-27T00:00:00.000Z,1000000,2008:2450
297,020026000,1992-12-21T00:00:00.000Z,0,594:308
298,020027000,1998-01-30T00:00:00.000Z,0,711:582
299,020027000,1988-03-10T00:00:00.000Z,0,329:423
300,020027000,2000-12-14T00:00:00.000Z,0,796:658
301,020028000,2010-12-29T00:00:00.000Z,675000,2010:4800
302,020028000,1970-09-08T00:00:00.000Z,38000,319:303
303,020028000,2002-07-23T00:00:00.000Z,385000,861:836
304,020029000,2002-03-04T00:00:00.000Z,425000,842:627
305,020029000,2015-06-12T00:00:00.000Z,0,2015:2031
306,020029000,2002-05-28T00:00:00.000Z,456000,854:83
307,020029000,1994-06-06T00:00:00.000Z,0,632:427
308,020029000,2015-06-12T00:00:00.000Z,776795,2015:2032
309,020031000,1988-07-01T00:00:00.000Z,235000,514:420
310,020031000,2005-12-22T00:00:00.000Z,0,1062:770
311,020031000,2015-06-12T00:00:00.000Z,155000,2015:2031
312,020032000,1987-05-21T00:00:00.000Z,138000,495:681
313,020033000,1980-02-29T00:00:00.000Z,87500,409:126
314,020034000,1986-07-15T00:00:00.000Z,138500,480:308
315,020034000,1999-01-08T00:00:00.000Z,182500,742:736
316,020035000,1999-09-17T00:00:00.000Z,248500,765:720
317,020035000,1990-07-20T00:00:00.000Z,245000,546:18
318,020035000,1999-09-10T00:00:00.000Z,0,765:346
319,020035000,1998-04-06T00:00:00.000Z,165000,717:202
320,020036000,1993-06-02T00:00:00.000Z,0,604:248
321,020037000,1978-06-15T00:00:00.000Z,85500,393:463
322,020038000,1999-12-20T00:00:00.000Z,220000,771:174
323,020038000,1997-10-31T00:00:00.000Z,220000,706:133
324,020038000,2010-08-18T00:00:00.000Z,635000,2010:3047
325,020039000,1994-05-11T00:00:00.000Z,206500,630:133
326,020040000,2000-06-22T00:00:00.000Z,0,783:738
327,020040000,1988-06-14T00:00:00.000Z,0,513:176
328,020041000,1951-10-30T00:00:00.000Z,2000,161:218
329,020041000,2016-05-31T00:00:00.000Z,650000,2016:1911
330,020042000,2010-07-09T00:00:00.000Z,550000,2010:2442
331,020042000,1996-03-29T00:00:00.000Z,190000,668:826
332,020042000,1996-03-29T00:00:00.000Z,190000,668:826
333,020043000,1987-11-12T00:00:00.000Z,151000,504:44
334,020044000,2006-05-01T00:00:00.000Z,408400,1079:939
335,020044000,1986-06-10T00:00:00.000Z,93500,478:486
336,020044000,2008-06-16T00:00:00.000Z,425000,2008:2872
337,020045000,1991-09-18T00:00:00.000Z,165000,566:223
338,020046000,2002-08-09T00:00:00.000Z,402000,864:299
339,020046000,2000-04-21T00:00:00.000Z,0,779:384
340,020046000,2000-12-29T00:00:00.000Z,0,797:411
341,020046000,2000-12-11T00:00:00.000Z,264000,796:457
342,020046000,1995-02-24T00:00:00.000Z,0,647:624
343,020047000,2000-08-15T00:00:00.000Z,349900,788:574
344,020047000,2010-12-15T00:00:00.000Z,0,2010:4572
345,020047000,1985-05-29T00:00:00.000Z,75000,463:385
346,020048000,1995-04-18T00:00:00.000Z,190000,650:128
347,020049000,2005-04-19T00:00:00.000Z,0,1025:228
348,020049000,1997-07-25T00:00:00.000Z,0,699:382
349,020050000,1998-04-06T00:00:00.000Z,189000,717:221
350,020050000,2017-07-11T00:00:00.000Z,925000,2017:2665
351,020050000,1995-02-01T00:00:00.000Z,175000,646:536
352,020050100,1976-08-10T00:00:00.000Z,61000,377:156
353,020051000,2011-01-18T00:00:00.000Z,418000,2011:232
354,020051000,2001-09-28T00:00:00.000Z,0,823:335
355,020051000,1991-10-21T00:00:00.000Z,0,567:702
356,020051000,2006-10-31T00:00:00.000Z,0,WB49:449
357,020051000,2001-09-28T00:00:00.000Z,0,823:332
358,020051000,2001-02-05T00:00:00.000Z,0,800:71
359,020051000,2015-04-21T00:00:00.000Z,515000,2015:1230
360,020052000,2004-05-20T00:00:00.000Z,450000,975:554
361,020052000,2002-10-01T00:00:00.000Z,0,WB46:544
362,020052000,1953-06-02T00:00:00.000Z,3425,171:261
363,020053000,2012-11-21T00:00:00.000Z,0,2012:5209
364,020053000,2012-11-21T00:00:00.000Z,200000,2012:5208
365,020053000,2012-11-21T00:00:00.000Z,0,2012:5207
366,020053000,1982-12-10T00:00:00.000Z,135000,433:824
367,020054000,1980-07-15T00:00:00.000Z,23000,412:265
368,020054000,2011-04-25T00:00:00.000Z,0,2011:1525
369,020054100,1990-08-14T00:00:00.000Z,215000,547:89
370,020054100,2005-01-18T00:00:00.000Z,420000,1012:693
371,020054200,2013-01-30T00:00:00.000Z,0,2013:507
372,020054200,2003-10-31T00:00:00.000Z,525000,943:905
373,020054200,1978-03-06T00:00:00.000Z,13500,391:193
374,020054200,2013-01-30T00:00:00.000Z,0,2013:508
375,020054200,2010-07-13T00:00:00.000Z,650000,2010:2492
376,020054300,2013-05-22T00:00:00.000Z,635000,2013:2346
377,020054300,1983-06-01T00:00:00.000Z,70000,438:530
378,020054300,1998-05-29T00:00:00.000Z,274000,722:179
379,020054300,2017-03-02T00:00:00.000Z,0,2017:114
380,020054400,1984-03-05T00:00:00.000Z,0,447:826
381,020054400,2016-04-05T00:00:00.000Z,0,2016:1164
382,020054500,2010-06-28T00:00:00.000Z,0,2010:2246
383,020054500,2004-08-23T00:00:00.000Z,20963,992:495
384,020054500,2002-10-01T00:00:00.000Z,0,WB46:544
385,020054500,1973-02-09T00:00:00.000Z,8500,343:264
386,020054500,2013-05-24T00:00:00.000Z,960000,2013:2430
387,020054500,2009-05-14T00:00:00.000Z,210000,2009:1903
388,020054600,2014-07-18T00:00:00.000Z,0,W2014:292
389,020054600,1998-11-30T00:00:00.000Z,321000,739:270
390,020054600,2014-10-22T00:00:00.000Z,655000,2014:3682
391,020054600,2004-04-25T00:00:00.000Z,0,991:865
392,020054600,1995-01-13T00:00:00.000Z,210000,645:751
393,020055000,1996-03-04T00:00:00.000Z,435000,667:531
394,020055000,2000-11-03T00:00:00.000Z,552500,794:257
395,020055000,1993-01-25T00:00:00.000Z,350000,0:0
396,020055100,1985-07-02T00:00:00.000Z,89900,465:154
397,020055101,2014-07-16T00:00:00.000Z,530000,2014:2443
398,020055101,1974-05-03T00:00:00.000Z,10500,356:204
399,020055110,2000-11-03T00:00:00.000Z,552500,794:257
400,020055110,1996-03-04T00:00:00.000Z,435000,667:531
401,020055200,2013-09-06T00:00:00.000Z,750000,2013:4441
402,020055200,1995-09-01T00:00:00.000Z,0,658:394
403,020055200,2011-06-27T00:00:00.000Z,500000,2011:2244
404,020055200,2002-12-04T00:00:00.000Z,0,881:306
405,020055300,2012-04-30T00:00:00.000Z,450000,2012:1752
406,020055300,1977-05-23T00:00:00.000Z,76500,384:167
407,020055400,1975-08-04T00:00:00.000Z,71000,367:26
408,020055500,2008-07-23T00:00:00.000Z,0,2008:3654
409,020055500,2017-08-04T00:00:00.000Z,631250,2017:3089
410,020055500,2011-04-22T00:00:00.000Z,560000,2011:1496
411,020055500,1995-03-20T00:00:00.000Z,190000,648:610
412,020055600,2003-06-16T00:00:00.000Z,405000,913:872
413,020055600,1992-06-02T00:00:00.000Z,157000,581:120
414,020055600,2000-08-02T00:00:00.000Z,265400,787:846
415,020055700,1993-09-27T00:00:00.000Z,0,612:652
416,020055700,2011-07-28T00:00:00.000Z,942500,2011:2687
417,020055800,2011-07-28T00:00:00.000Z,942500,2011:2687
418,020055800,1993-09-27T00:00:00.000Z,0,612:652
419,020055900,1993-09-27T00:00:00.000Z,0,612:652
420,020055900,2011-07-28T00:00:00.000Z,942500,2011:2687
421,020056000,2004-08-25T00:00:00.000Z,0,992:729
422,020056000,1952-07-31T00:00:00.000Z,22500,0:0
423,020056000,2016-09-29T00:00:00.000Z,0,2016:3801
424,020056000,1997-03-21T00:00:00.000Z,0,690:21
425,020056000,2015-10-26T00:00:00.000Z,0,2015:3961
426,020057000,2010-01-20T00:00:00.000Z,0,2010:240
427,020057000,2007-06-01T00:00:00.000Z,395000,1144:64
428,020057000,2013-09-09T00:00:00.000Z,720000,2013:4454
429,020057000,2002-07-16T00:00:00.000Z,429000,860:813
430,020057000,2002-07-16T00:00:00.000Z,0,860:811
431,020057000,2002-07-16T00:00:00.000Z,0,860:809
432,020057000,1995-08-16T00:00:00.000Z,155000,657:25
433,020058000,2008-02-01T00:00:00.000Z,191350,1175:134
434,020058000,2004-10-18T00:00:00.000Z,0,1000:522
435,020058000,1996-09-11T00:00:00.000Z,0,226:259
436,020058000,2015-03-24T00:00:00.000Z,375000,2015:873
437,020058000,2016-08-02T00:00:00.000Z,0,2016:2933
438,020059000,1969-02-20T00:00:00.000Z,23000,305:331
439,020060000,2012-09-24T00:00:00.000Z,0,2012:4270
440,020060000,1998-10-05T00:00:00.000Z,500,734:679
441,020060000,2003-11-25T00:00:00.000Z,575000,948:446
442,020060000,1984-08-16T00:00:00.000Z,110500,454:348
443,020061000,2000-04-19T00:00:00.000Z,335000,779:245
444,020061000,2000-03-09T00:00:00.000Z,0,776:611
445,020061000,1992-07-23T00:00:00.000Z,210000,584:351
446,020061000,2015-01-20T00:00:00.000Z,850000,2015:166
447,020061000,2016-08-11T00:00:00.000Z,0,2016:3058
448,020061000,2012-07-23T00:00:00.000Z,753000,2012:3149
449,020062000,2007-02-27T00:00:00.000Z,515000,1128:549
450,020062000,2005-11-29T00:00:00.000Z,0,1058:881
451,020062000,2014-11-12T00:00:00.000Z,549000,2014:3903A
452,020062000,2005-02-14T00:00:00.000Z,0,WB48:97
453,020062000,1951-01-01T00:00:00.000Z,2000,160:77
454,020063000,2014-09-15T00:00:00.000Z,0,2014:3273
455,020063000,2005-04-15T00:00:00.000Z,0,WB48:246
456,020063000,2000-09-15T00:00:00.000Z,0,790:624
457,020063000,1999-05-17T00:00:00.000Z,0,WB 43:233
458,020063000,2001-08-17T00:00:00.000Z,0,819:624
459,020063000,2001-08-17T00:00:00.000Z,110000,819:622
